10,"1,26418790706713E+017",2011-10-18 22:06:03,text,class,apple
3741,"1,26677050265305E+017",2011-10-19 15:12:16,"Dell: .NET Developer - C# / ASP .NET ( #Nashua , NH) http://t.co/5J1qMDRN #delljobs #Microsoft #Jobs #Job",neutral,microsoft
3745,"1,26676455936623E+017",2011-10-19 15:09:55,A Web service developed by #Microsoft Research lets people curate their own personal history | http://t.co/TYAdzHQx,neutral,microsoft
3747,"1,26676302873899E+017",2011-10-19 15:09:18,@Cyruss1989 @wpcentral I think they're referring to the obvious  partnership between #Microsoft and #Nokia aka #Bing and #Navteq.,neutral,microsoft
3748,"1,26675994378637E+017",2011-10-19 15:08:05,"RT @SymonPerriman: Sign up for online #Microsoft #HyperV #Virtualization 70-659 training on Nov. 2. It is $99, has a $150 exam voucher! http://t.co/zcHV6TaC",neutral,microsoft
3753,"1,26675231896117E+017",2011-10-19 15:05:03,#Ballmer: We're Lucky #Microsoft Didn't Buy #Yahoo: http://t.co/oHbevXdP | #CEO #John #Steve #Web #acquisition #comment #conference,neutral,microsoft
3756,"1,26674948671545E+017",2011-10-19 15:03:55,"&quot;You don't have to be a computer scientist to use a Windows Phone,&quot; said #Microsoft 's #SteveBallmer, &quot;but you do to use an Android phone.&quot;",neutral,microsoft
3758,"1,26674919969923E+017",2011-10-19 15:03:49,RT @Startpack_en: Guys from #Microsoft tell #Startpack developers about how to integrates with #SystemCenter via web services. http://t.co/yziwv1wd,neutral,microsoft
3760,"1,26674748674548E+017",2011-10-19 15:03:08,"Sign up for online #Microsoft #HyperV #Virtualization 70-659 training on Nov. 2. It is $99, has a $150 exam voucher! http://t.co/zcHV6TaC",neutral,microsoft
3761,"1,26674460131607E+017",2011-10-19 15:01:59,RT @IanCarnevale: #Microsoft shows 'touch screen' for any surface http://t.co/E84GN9Vq via @cnet,neutral,microsoft
3763,"1,26673949907108E+017",2011-10-19 14:59:58,Guys from #Microsoft tell #Startpack developers about how to integrates with #SystemCenter via web services. http://t.co/yziwv1wd,neutral,microsoft
3765,"1,26673753680773E+017",2011-10-19 14:59:11,"#Microsoft quarterly earnings out tomorrow, here's what to expect: http://t.co/YpTCBeON",neutral,microsoft
3768,"1,2667336423127E+017",2011-10-19 14:57:38,#Windows8 #Microsoft please implement a UAC prompt when a non elevated process drops on elevated process instead of failing silently.,neutral,microsoft
3771,"1,26672797731791E+017",2011-10-19 14:55:23,#Microsoft #Cloud Microsoft launches Virtual Academy in Kenya: Microsoft East and Southern Africa launched ... http://t.co/GllUQiTJ #TCN,neutral,microsoft
3773,"1,26671949320557E+017",2011-10-19 14:52:00,#MICROSOFT MULTIMEDIA STRAVINSKY : THE RITE OF SPRING (CD-ROM) [VERSION 1.0] Review: MICROSOFT MULTIMEDIA STRAVI... http://t.co/iX4FEcM2,neutral,microsoft
3774,"1,26671882211693E+017",2011-10-19 14:51:44,#Microsoft Service Pack installer want's my notebook to be plugged in. Why? Plugged it in to start installation and plugged it out. Worked.,neutral,microsoft
3777,"1,2667166401142E+017",2011-10-19 14:50:52,"I need the setup file only of #Microsoft #Office 2010 Professional Plus, I have the whole data, not the setup.exe - If you can help, plz do",neutral,microsoft
3778,"1,26671654540677E+017",2011-10-19 14:50:50,"#Microsoft's Ballmer Trashes Android, Touts Skype  http://t.co/96BMOxv4",neutral,microsoft
3780,"1,26671006302618E+017",2011-10-19 14:48:15,RT @TheStreet: Ballmer: #Microsoft Beating #Google in the Cloud - http://t.co/rfiaNud0 via @gigaom,neutral,microsoft
3785,"1,2666987009083E+017",2011-10-19 14:43:45,"Listening to this, how much do #Microsoft miss Bill Gates? http://t.co/H4OuzdOk He is a genius, as was Jobs. Bill saw it, but Steve made it.",neutral,microsoft
3788,"1,26669451369263E+017",2011-10-19 14:42:05,White Paper: EMC Automated Performance Optimization for #Microsoft Applications http://t.co/aIK3EjWT #EMC #powerlink credential needed,neutral,microsoft
3790,"1,26668947503325E+017",2011-10-19 14:40:05,Ballmer: #Microsoft Beating #Google in the Cloud - http://t.co/rfiaNud0 via @gigaom,neutral,microsoft
3792,"1,26668764199666E+017",2011-10-19 14:39:21,High Tech Director of Business Development *selling consulting services* #Oracle #Microsoft #SAP #SanFrancisco #jobs http://t.co/OWf25yJB,neutral,microsoft
3797,"1,26668119354782E+017",2011-10-19 14:36:47,What the world needs is an &quot;IT/Programmers&quot; channel/web feed 24 hours a day - tune in to watch people coding/discussing IT #Microsoft,neutral,microsoft
3798,"1,26667815116751E+017",2011-10-19 14:35:35,#Microsoft HOY Whatâ€™s Next Stream: Windows PC http://t.co/2MQ0I0Cm âž¨ @MicrosoftLatam,neutral,microsoft
3799,"1,26667274080895E+017",2011-10-19 14:33:26,MindTree Introduces 'mPromo' Trade Promotion Solution on #Microsoft #Azure for the Consumer Packaged Goods industry. http://t.co/H1A3V7zv,neutral,microsoft
3802,"1,26666679785767E+017",2011-10-19 14:31:04,@markcullum1 - Because it's #microsoft.....,neutral,microsoft
3803,"1,26666425715798E+017",2011-10-19 14:30:03,#Microsoft's First Global Multi-Product Holiday Campaign  http://t.co/6nUFdiBN,neutral,microsoft
3808,"1,26665951172243E+017",2011-10-19 14:28:10,Take time to sign this and also please pass it on. Thank You : http://t.co/euW1RSnb R.I.P Jeremey Latiola. #steve jobs #microsoft,neutral,microsoft
3809,"1,26665581519835E+017",2011-10-19 14:26:42,First time a technology company is in the running for marketer of the year. Vote David: http://t.co/xT2SWSxg #Microsoft @getitdone,neutral,microsoft
3815,"1,26664658651333E+017",2011-10-19 14:23:02,RT @KnowYourMobile Steve Ballmer says new Windows Phones will launch at Nokia World event | http://t.co/uQghSamj #WP7 #microsoft,neutral,microsoft
3816,"1,26664524156764E+017",2011-10-19 14:22:30,Dear #Microsoft - seize the moment - focus on developing Windows7 phones for enterprise solutions. Succeed where #RIM is failing.,neutral,microsoft
3817,"1,26664410029765E+017",2011-10-19 14:22:03,#Infosys kicks off its #cloud drive with #Microsoft partnership,neutral,microsoft
3818,"1,26664404891746E+017",2011-10-19 14:22:02,"#Microsoft CEO Steve Ballmer on Not Buying Yahoo: â€œSometimes, Youâ€™re Luckyâ€ Â» http://t.co/pxHqdSav",neutral,microsoft
3821,"1,266637467677E+017",2011-10-19 14:19:25,RT @MobileTechWorld: Jet Car Stunts Xbox Live game for Windows Phone released http://t.co/O3hYxBxh #wp7 #xbox #microsoft,neutral,microsoft
3825,"1,26662968434901E+017",2011-10-19 14:16:19,Ballmer On Not Buying Yahoo: http://t.co/ypM4GXf9 #Microsoft #Yahoo #Skype #Xbox #Google #Bing #Ballmer,neutral,microsoft
3826,"1,26662905084129E+017",2011-10-19 14:16:04,"#Google ##Mobile Boss Andy Rubin on #Apple, #Microsoft and #Tablets http://t.co/rSnSG5nt #techgadgets #android",neutral,microsoft
3834,"1,26661971566264E+017",2011-10-19 14:12:21,You are welcome to join our LIVE free webinar right now. It's about #Citrix monitoring through #Microsoft #SCOM: http://t.co/Sr7pIP9B,neutral,microsoft
3839,"1,26660704496402E+017",2011-10-19 14:07:19,#Occupy #Microsoft nyc! windows phone camp,neutral,microsoft
3845,"1,26659682076082E+017",2011-10-19 14:03:16,"RT @mashable: #Microsoft CEO Steve Ballmer on Not Buying #Yahoo: &quot;Sometimes, You're Lucky&quot; - http://t.co/afWazWOy",neutral,microsoft
3847,"1,26659577033929E+017",2011-10-19 14:02:51,RT @TechEd_NA: Join #Microsoft Experts in 1 hr for a live technical chat on #WindowsPhone #Mango Live Tiles http://t.co/YPzLTs50 #wpdev #wp7 #msteched,neutral,microsoft
3848,"1,26659465985536E+017",2011-10-19 14:02:24,Join #Microsoft Experts in 1 hr for a live technical chat on #WindowsPhone #Mango Live Tiles http://t.co/YPzLTs50 #wpdev #wp7 #msteched,neutral,microsoft
3849,"1,26659266315698E+017",2011-10-19 14:01:36,Microsoft's Kinect brings 'playful learning' to the Xbox 360 http://t.co/AoOj8CaI #microsoft #kinect #xbox #socialmedia,neutral,microsoft
3853,"1,2665887136324E+017",2011-10-19 14:00:02,Skype and Microsoft Team Up - A match made in heaven? - http://t.co/lsFTp8RL #microsoft #skype # videoconferencing #socialmedia,neutral,microsoft
3855,"1,26658110084489E+017",2011-10-19 13:57:01,#itasum11 - Gadgeteer http://t.co/ecWX3Ajl - The New Way to make inspire and stimulate learning #edugeek #kinext #microsoft,neutral,microsoft
3857,"1,26657343965508E+017",2011-10-19 13:53:59,Book Published! #Microsoft #SharePoint 2010 Power User Cookbook: http://t.co/A8ZqMpYP @spmentor http://t.co/v0mO0VkQ,neutral,microsoft
3861,"1,2665658071543E+017",2011-10-19 13:50:56,Gartner BI 2011: Microsoft and Oracle! http://t.co/ujN5j8dW #Gartner #BI # Oracle #Microsoft,neutral,microsoft
3863,"1,26656236157538E+017",2011-10-19 13:49:34,"#Microsoft Zune - Digital player - HDD 30 GB - WMA, AAC, #MP3 - video playback - display: 3â€¦ http://t.co/qgzHlLpv",neutral,microsoft
3864,"1,26656052971323E+017",2011-10-19 13:48:50,"Early cloud #Microsoft partners will be rewarded w/ a Cloud Accelerate badge, &amp; additional internal use rights! http://t.co/pjkyf0gf",neutral,microsoft
3866,"1,26655887740903E+017",2011-10-19 13:48:11,RT @Newsweek: The 30 Greenest Tech Companies in the World http://t.co/0xzsUR0K #GreenRankings #IBM #Intel #Cisco #Microsoft #Apple #Google #Tech,neutral,microsoft
3867,"1,26655887178871E+017",2011-10-19 13:48:11,FreeSoftwareFoundation publicly warns of danger of implementing #Microsoft #Restrictedboot w/o #UEFI http://t.co/NASQbmaT #anonymous #USDOR,neutral,microsoft
3873,"1,26655373015925E+017",2011-10-19 13:46:08,New #snom Webinar Nov. 2: Accelerate #Microsoft #Lync Deployments with snom #UC. Register here http://t.co/B1pr1kIX #VARs #phones,neutral,microsoft
3877,"1,26654466735878E+017",2011-10-19 13:42:32,Why Ice Cream Sandwich Might Make Things Worse - '#Google needs to look to #Microsoft as an example' http://t.co/7UXWvH6h via @pcmag,neutral,microsoft
3880,"1,26653861371974E+017",2011-10-19 13:40:08,TODAY! Come along to #Microsoft Office &amp; #ECDL Open Evening at #Pitman #Training #Cheltenham from 4pm to 7.30pm - http://t.co/fBoej2vd,neutral,microsoft
3882,"1,26653619327082E+017",2011-10-19 13:39:10,MS Outlook Quick Access Toolbar - How to customize - http://t.co/VzkEdZaC #tips #microsoft,neutral,microsoft
3885,"1,2665301575415E+017",2011-10-19 13:36:46,Beware phone #scam calls pretending to be #Microsoft who claim your machine has a #virus - http://t.co/5F2p4XcB,neutral,microsoft
3888,"1,26652714804462E+017",2011-10-19 13:35:34,"#EMC White paper on Automated Perf Optimization for #Microsoft Applications with EMC #VMAX, FAST VP and #HyperV #SCVMM http://t.co/kAHnFla7",neutral,microsoft
3891,"1,26652661251572E+017",2011-10-19 13:35:22,The Cloud Offers the Ultimate Music Choice &lt;http://t.co/wd05MHPU&gt; #Microsoft #Emp #CloudComputing,neutral,microsoft
3895,"1,26652256404779E+017",2011-10-19 13:33:45,Exciting news: #Microsoft Names @Metalogix a Managed Partner in the High Potential ISV Group http://t.co/rHkqYXo2 #sharepoint,neutral,microsoft
3897,"1,26651931287499E+017",2011-10-19 13:32:28,New innotive IT program coming to #Dubai featuring @comptia and #Microsoft qualifications http://t.co/a6fLlkgE RT please,neutral,microsoft
3900,"1,26651699380232E+017",2011-10-19 13:31:32,New innotive IT program coming to #Dubai featuring @comptia and #Microsoft qualifications @pearsonplc @PearsonVUE @dutweets RT please,neutral,microsoft
3901,"1,26651497718096E+017",2011-10-19 13:30:44,CE-Oh no he didn't: Steve Ballmer lays into Android http://t.co/uTmHyIFD #microsoft #ballmer #android,neutral,microsoft
3903,"1,26651446589526E+017",2011-10-19 13:30:32,RT @cmaneu: #stage #Toulouse #Microsoft #net #SuperBoÃ®te #Win8 #geeks = http://t.co/7UHSLQII (Please RT ;),neutral,microsoft
3904,"1,26651412443693E+017",2011-10-19 13:30:24,Read how SunGard #IntelliMatch achieved 53% ^ in performance (50 mill transactions in &lt;25 mins) #Intel #HP #Microsoft http://t.co/2i1k64wx,neutral,microsoft
3905,"1,26651402549346E+017",2011-10-19 13:30:22,#Microsoft #Cloud windows+server - RT @WesleyBackelant: Announcing the Microsoft ...: WindowsAzure : @Wesle... http://t.co/NaPViOT8 #TCN,neutral,microsoft
3906,"1,26651401010029E+017",2011-10-19 13:30:21,"#Microsoft #Cloud Oracle, Windows Garner Different Views over Multitenant Cloud ...: Microsoft's cloud appr... http://t.co/lVzJNRPs #TCN",neutral,microsoft
3907,"1,2665139973077E+017",2011-10-19 13:30:21,#Microsoft #Cloud Getting Started with Microsoft's Windows Azure Cloud: The Lay of ...: Good tools integrat... http://t.co/2luPCfho #TCN,neutral,microsoft
3908,"1,26651363718468E+017",2011-10-19 13:30:12,"ADP: Manager R&amp;D - Microsoft ( #Houston , TX) http://t.co/hfzouHFo #Microsoft #Jobs #Job #TweetMyJOBS",neutral,microsoft
3909,"1,26651360602112E+017",2011-10-19 13:30:12,How to use search folders to organise your emails in #Microsoft #Outlook - http://t.co/NuMm5N3U,neutral,microsoft
3912,"1,26650859290501E+017",2011-10-19 13:28:12,RT @MobileTechWorld: Jet Car Stunts Xbox Live game for Windows Phone released http://t.co/csUC7hVH #wp7 #xbox #microsoft,neutral,microsoft
3913,"1,26650839279477E+017",2011-10-19 13:28:07,Jet Car Stunts Xbox Live game for Windows Phone released http://t.co/O3hYxBxh #wp7 #xbox #microsoft,neutral,microsoft
3914,"1,26650651370467E+017",2011-10-19 13:27:22,#stage #Toulouse #Microsoft #net #SuperBoÃ®te #Win8 #geeks = http://t.co/7UHSLQII (Please RT ;),neutral,microsoft
3928,"1,26649108202144E+017",2011-10-19 13:21:15,#Silver &amp;#GOLD #Apple tumbles no matter how many sold #Microsoft buys them 4 a nice price so get in there show #justsayin #Droid rules inend,neutral,microsoft
3937,"1,26647567877542E+017",2011-10-19 13:15:07,#Microsoft shows 'touch screen' for any surface http://t.co/sNaPW5tl,neutral,microsoft
3938,"1,26647558469722E+017",2011-10-19 13:15:05,#Microsoft Community Blogs The 7/365 Review - The Cloud's Impact on Business http://t.co/gPB2MjFW,neutral,microsoft
3945,"1,26646015863427E+017",2011-10-19 13:08:57,@nand_krish007 #Microsoft arrogance again - Ballmer says you need to be a computer scientist to use #Android http://t.co/pltitgeI,neutral,microsoft
3946,"1,26645991947514E+017",2011-10-19 13:08:52,I gave @RyannosaurusRex +K about Microsoft Windows on @klout http://t.co/Y33v8wVr #klout #microsoft #windows,neutral,microsoft
3948,"1,26645459568706E+017",2011-10-19 13:06:45,#Microsoft's Steve Ballmer attacks #Android phones: http://t.co/x2YmWESs,neutral,microsoft
3954,"1,26644332177531E+017",2011-10-19 13:02:16,See how you can save 40% on dozens of #Microsoft #certification practice exams http://t.co/KojQrE1q via @EricLigman,neutral,microsoft
3955,"1,26644191299252E+017",2011-10-19 13:01:42,RT @elearnnet: #microsoft #edu Microsoft's Kinect brings 'playful learning' to the Xbox 360 - The Guardian http://t.co/MW22MJOG,neutral,microsoft
3956,"1,26643947190759E+017",2011-10-19 13:00:44,Changing the past and organizing the future with #Microsoft http://t.co/bYYFhtpZ,neutral,microsoft
3962,"1,26642779064504E+017",2011-10-19 12:56:06,RT @HealthVault: Learn how to create and use your emergency profile on #Microsoft #HealthVault - #PHR #healthit - Step by step #Docs http://t.co/ngPQ56iC,neutral,microsoft
3963,"1,26642612412228E+017",2011-10-19 12:55:26,#microsoft #edu Microsoft's Kinect brings 'playful learning' to the Xbox 360 - The Guardian http://t.co/MW22MJOG,neutral,microsoft
3964,"1,26642611598541E+017",2011-10-19 12:55:26,#microsoft #edu UD School Board seats up for grabs - Delaware County Daily Times http://t.co/YCXCo5kK,neutral,microsoft
3965,"1,2664253286305E+017",2011-10-19 12:55:07,#OmniTouch Projector (which is supported by #Microsoft ) Turns Anything Into a Touchscreen http://t.co/9yt5Y9Ab aracÄ±lÄ±ÄŸÄ±yla @geekosystem,neutral,microsoft
3969,"1,26642137424077E+017",2011-10-19 12:53:33,"2 hours south of Richmond, VA --&gt; #Microsoft Builds Two-Headed Data Center in Fedsâ€™ Backyard http://t.co/aWwVVoDR #cloud #tech",neutral,microsoft
3971,"1,26641727254696E+017",2011-10-19 12:51:55,#SteveBallmer just called me a &quot;Computer Scientist&quot; :) http://t.co/u1zmU9Ih #Microsoft #Android,neutral,microsoft
3973,"1,26641223229387E+017",2011-10-19 12:49:55,RT @AppSense: â€œ@Simon_townsend: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/gyGE5SCaâ€,neutral,microsoft
3974,"1,266407757307E+017",2011-10-19 12:48:08,RT @AppSenseTechie: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/fCXdU7mA,neutral,microsoft
3978,"1,26640203828969E+017",2011-10-19 12:45:52,Can you add multiple queues to the workspace in MS CRM Online 2011? ..and how? #microsoft #crm #queues #customerservice,neutral,microsoft
3981,"1,26638865971806E+017",2011-10-19 12:40:33,"Infosys, has tied up with Microsoft to provide cloud-based offerings to clients... http://t.co/zwqwpdQ4 #cloud #infosys #microsoft #technews",neutral,microsoft
3984,"1,26638751307932E+017",2011-10-19 12:40:05,#Microsoft details #Windows8's new Start Screen Search http://t.co/Z6X5rE5q,neutral,microsoft
3986,"1,26638261421613E+017",2011-10-19 12:38:09,"#Google #Mobile Boss Andy Rubin on #Apple, #Microsoft and Tablets, Live at AsiaD - Ina Fried - #Mobile - AllThingsD http://t.co/S0jkqPwn",neutral,microsoft
3987,"1,26637865550619E+017",2011-10-19 12:36:34,"RT @MichaelKroker: Steve Ballmer: #Nokia to reveal multiple #Windows Phone devices next week, #Microsoft may make their own - http://t.co/KnmpXSW0",neutral,microsoft
3988,"1,26637677335429E+017",2011-10-19 12:35:49,"Steve Ballmer: #Nokia to reveal multiple #Windows Phone devices next week, #Microsoft may make their own - http://t.co/KnmpXSW0",neutral,microsoft
3989,"1,26637516148318E+017",2011-10-19 12:35:11,Streaming News 24/7 at http://t.co/qAXtqpdN - Ballmer feels lucky #Microsoft didn't buy #Yahoo in 2008 http://t.co/OUsKwj8a,neutral,microsoft
3994,"1,26637437953901E+017",2011-10-19 12:34:52,â€œ@Simon_townsend: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/gyGE5SCaâ€,neutral,microsoft
3995,"1,26637411114553E+017",2011-10-19 12:34:46,â€œ@AppSenseTechie: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/jXhFHPTJâ€,neutral,microsoft
4000,"1,26636379479343E+017",2011-10-19 12:30:40,#Microsoft's Ballmer: We're Building Windows Server 8 Around Cloud - well I guess thats makes sense!,neutral,microsoft
4001,"1,2663637932417E+017",2011-10-19 12:30:40,RT @Simon_townsend: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/LwFLXASL,neutral,microsoft
4002,"1,26636194653147E+017",2011-10-19 12:29:56,New #microsoft #WindowsLiveBook V2 Mobile Video + #GraphicsWorkstation http://t.co/LcUvLvAd,neutral,microsoft
4004,"1,26635954520855E+017",2011-10-19 12:28:58,"Appleâ€™ cash balance = $75.9 billion, surpassing the total operating balance of the U.S. government  #rich #apple #google #microsoft  #money",neutral,microsoft
4005,"1,26635633245565E+017",2011-10-19 12:27:42,Learned a new word &quot;BLOB&quot; regarding to #Microsoft #SharePoint moving .docs from the database to a fileserver. #vmworld #VMworld2011,neutral,microsoft
4006,"1,26635573921317E+017",2011-10-19 12:27:28,"hmm, that should have read 'the milky white film of busyness' :D #vs2010 #microsoft",neutral,microsoft
4008,"1,26635080100758E+017",2011-10-19 12:25:30,RT @technabob: Using a #Touchscreen Through Your Pocket Made Possible by #Microsoft #PocketTouch: Have youâ€¦ http://t.co/PJpFeyTF,neutral,microsoft
4009,"1,26635053139763E+017",2011-10-19 12:25:24,â€œ@Simon_townsend: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/xtZMPSMTâ€,neutral,microsoft
4010,"1,26634784326828E+017",2011-10-19 12:24:20,#Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/fCXdU7mA,neutral,microsoft
4011,"1,26634780954595E+017",2011-10-19 12:24:19,#Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/LwFLXASL,neutral,microsoft
4013,"1,2663439677313E+017",2011-10-19 12:22:47,does anyone else get the 'milky white film of business' with Visual Studio? #vs2010 #microsoft,neutral,microsoft
4016,"1,26632917643428E+017",2011-10-19 12:16:54,Using a #Touchscreen Through Your Pocket Made Possible by #Microsoft #PocketTouch: Have youâ€¦ http://t.co/PJpFeyTF,neutral,microsoft
4017,"1,26632860386988E+017",2011-10-19 12:16:41,"After years of failures, #Microsoft is finally making money in the handheld market -- but not in the way youâ€™d think",neutral,microsoft
4019,"1,26632280985846E+017",2011-10-19 12:14:23,#Microsoft #Dynamics GP soon to offer 64-bit Hyper-V images only : http://t.co/82CFFcHZ,neutral,microsoft
4020,"1,26631882149474E+017",2011-10-19 12:12:48,"Annie: has just had a look at our downloaded #Windows8 op sys.  Where #AppleMacs go, #Microsoft follows!!",neutral,microsoft
4022,"1,26631805288849E+017",2011-10-19 12:12:29,"Seeking a Manager of IT for Immediate Hire in Sterling, VA! Send resumes to julia.snik@rht.com for consideration! #dcjobs #cisco #microsoft",neutral,microsoft
4023,"1,26631188394811E+017",2011-10-19 12:10:02,Ballmer: Weâ€™re beating Google in the cloud http://t.co/YFAmguRF #ballmer #google #microsoft #cloud,neutral,microsoft
4024,"1,26631077468049E+017",2011-10-19 12:09:36,Good luck to #CPG team RT @MindTree_PR: #MindTree Introduces mPromo #TradePromotion Solution on #Microsoft #Azure http://t.co/aTNnITtt  #CGT,neutral,microsoft
4027,"1,26630800413311E+017",2011-10-19 12:08:30,#MindTree Introduces mPromo #TradePromotion Solution on #Microsoft #Azure http://t.co/LkjHqrnR #CPG #CGT,neutral,microsoft
4028,"1,26630728690704E+017",2011-10-19 12:08:13,Open Virtualization Format adopted by #VMware #Microsoft and #Citrix. How come no mention for open source leader #RedHat? #vmworld #SEC1802,neutral,microsoft
4035,"1,26628957566157E+017",2011-10-19 12:01:11,Database sizing #Microsoft #SharePoint 2010 #VMware #VMworld http://t.co/ZcdTjyrp,neutral,microsoft
4039,"1,26628527155053E+017",2011-10-19 11:59:28,RT @VentureBeat: #Ballmer: â€œWeâ€™ve picked our playâ€ in #social with #Skype deal http://t.co/03IHBOgj #microsoft #xbox #in,neutral,microsoft
4043,"1,26626502937813E+017",2011-10-19 11:51:25,#JaccuseDZ RT @zeggar-@amaboura the entreprise version of #Microsoft #office365 is not available yet in #Algeria... http://t.co/BuWiL76A,neutral,microsoft
4045,"1,26626166261023E+017",2011-10-19 11:50:05,M10135 Microsoft Course. RRP Â£1640 + VAT. Our Price = Â£1148 + VAT http://t.co/vOTLSnfX #ittraining #microsoft,neutral,microsoft
4047,"1,26625578567729E+017",2011-10-19 11:47:45,CEO Steve Ballmer says that #Microsoft dodged a bullet when it failed to acquire #Yahoo! in 2008 http://t.co/nlCxoCUz,neutral,microsoft
4048,"1,26625418118832E+017",2011-10-19 11:47:06,Technology 4 StartUp Britain Week: Attracting Customers With SEO and PPC http://t.co/o7tHRXPr #microsoft,neutral,microsoft
4052,"1,26625193786491E+017",2011-10-19 11:46:13,@amaboura the entreprise version of #Microsoft #office365 is not available yet in #Algeria i guess,neutral,microsoft
4058,"1,26622411587191E+017",2011-10-19 11:35:10,#Microsoft Takes a Shot at the #Wii in Their Newest #DanceCentral 2 Ad [Video] http://t.co/A8tlwr3o #Kinect #games,neutral,microsoft
4059,"1,26622356817981E+017",2011-10-19 11:34:57,"@WonderLaura, Please cld u send me steps on how to add a custom .master files through SPD 2010. i just downloaded some files from #Microsoft",neutral,microsoft
4060,"1,26622297917374E+017",2011-10-19 11:34:43,#VisualStudio 11 Developer Preview Training Kit released: start learning - http://t.co/d6meZBZv #Microsoft,neutral,microsoft
4067,"1,2662157327165E+017",2011-10-19 11:31:50,#Microsoft news: #SQLServer licensing will be different from december2011 | #Office365 and #Azure will be available in #Algeria in 2013,neutral,microsoft
4069,"1,26621144177578E+017",2011-10-19 11:30:07,How to oranise and sort your emails with the categories feature in #Microsoft #Outlook - http://t.co/NSpqbzFZ,neutral,microsoft
4070,"1,26621142743138E+017",2011-10-19 11:30:07,#Microsoft Announces New â€œPlayful Learningâ€ Titles - Wired News : http://t.co/nN8oietT #av,neutral,microsoft
4076,"1,26619580096463E+017",2011-10-19 11:23:55,Ballmer Feels Lucky Microsoft Didn't Buy Yahoo in 2008 http://t.co/MK8pv0TN #gdapps #ballmer #microsoft #yahoo,neutral,microsoft
4077,"1,26619293977813E+017",2011-10-19 11:22:46,@cloudnewsindia The War of #Email #Cloud Computing: #Google vs. #Microsoft http://t.co/zu9pSwSG,neutral,microsoft
4078,"1,26619258099745E+017",2011-10-19 11:22:38,#Microsoft chief admits lucky escape from buying Yahoo! http://t.co/xOqL8Wqh,neutral,microsoft
4079,"1,26619256015167E+017",2011-10-19 11:22:37,#Microsoft's Kinect brings 'playful learning' to the Xbox 360 http://t.co/1KAi853k,neutral,microsoft
4083,"1,26617626435781E+017",2011-10-19 11:16:09,"#HEUTE - #Microsoft #Office #2010 Home &amp; Student Product Key Card [1 User] - statt 149â‚¬ nur 89,99â‚¬ - http://t.co/3QXy2Zo4",neutral,microsoft
4085,"1,2661714276123E+017",2011-10-19 11:14:13,"RT @mattimooz: I'm at #microsoft and been served #cake for lunch, ok not just cake but its definitely involved. You live a good life @bennuk",neutral,microsoft
4086,"1,26616809079194E+017",2011-10-19 11:12:54,@MrRobinson &quot;hard for&quot; balms &quot;to get excited over Android phones&quot; because #Microsoft isn't collecting enough royalties yet. #isaidit,neutral,microsoft
4087,"1,26616636621996E+017",2011-10-19 11:12:13,â€œ@GeeCloud: Congratulations to Softline Pastel (@SageGroupZA) for winning #ISV of the Year at #Microsoft #partnersummitâ€ @SoftlinePastel,neutral,microsoft
4091,"1,26615663119843E+017",2011-10-19 11:08:21,"RT @tmj_cin_itdnet: Microsoft Sharepoint Consulting IT Specialist - IBM:  ( #Cincinnati , OH) http://t.co/QAU47eeq #Microsoft #Jobs #Job #TweetMyJOBS",neutral,microsoft
4092,"1,26615649077301E+017",2011-10-19 11:08:17,"RT @tmj_cin_itdnet: Microsoft Windows Presentation Foundation (WPF) Consulting IT Spe... - IBM:  ( #Cincinnati , OH) http://t.co/o70FALn2 #Microsoft #Jobs #Job",neutral,microsoft
4093,"1,2661556567357E+017",2011-10-19 11:07:57,"#HEUTE - #Microsoft #Office #2010 Home &amp; Student Product Key Card [1 User] - statt 149â‚¬ nur 89,99â‚¬ - http://t.co/YLlITFAt",neutral,microsoft
4096,"1,26615350916817E+017",2011-10-19 11:07:06,#Microsoft #Cloud Getting Physical with Virtual Servers: Q. Is it important that Windows Server and Microso... http://t.co/n8ky79pQ #TCN,neutral,microsoft
4098,"1,2661479209291E+017",2011-10-19 11:04:53,"Build once, scale to many: #Microsoft allows creators to extend experiences to multiple touchpoints like xBox, Windows Mobile. #ULforthewin",neutral,microsoft
4103,"1,26614365280543E+017",2011-10-19 11:03:11,@cloudnewsindia New Version of #Cloud InTune is Available: Posted on #Windows 7 News...#Microsoft has just..http://bit.ly/pY0hlZ,neutral,microsoft
4107,"1,26614116927422E+017",2011-10-19 11:02:12,@cloudnewsindia New Version of #Cloud InTune is Available: Posted on #Windows 7 News...#Microsoft has just released..http://bit.ly/pY0hlZ,neutral,microsoft
